"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",0.00467999455636005,0.00357026086659018,0.00171548908855706,0.00234576876138015,0.00193742097395821,0.00329919589184451,0.00476056160705129,0.00305150337877507,0.00191165323653244,0.00880939050091039,0.00152740197317566,0.174076483325224,0.00256081468607721,0.00238945171024328,0.00277915721679932,0.00229238432999487,0.00764724015789468,0.00716988729686325,0.00202214926041537,0.746356277514397,0.00228243375729374,0.0051865408192913,0.00290851717930986,0.00223283392818188,0.00248718798287992
"2",0.00294195778501114,0.00224435234368198,0.00107839793794705,0.00147460698645465,0.00121790968953891,0.00207395434362168,0.00299260418195499,0.00191824883833998,0.00120171146648353,0.00553779596391536,0.000960161827478802,0.0165847356303647,0.00160979005657974,0.00150206714478015,0.00174704545299553,0.0014410482415414,0.0048072401464215,0.00450716459103431,0.00127117193994356,0.933397373139056,0.00143479307084176,0.00326038501900732,0.00182836425458675,0.00140361341846534,0.00156350652995435
"3",0.00467999455636005,0.00357026086659018,0.00171548908855706,0.00234576876138015,0.00193742097395821,0.00329919589184451,0.00476056160705129,0.00305150337877507,0.00191165323653244,0.00880939050091039,0.00152740197317566,0.0263825921854563,0.00256081468607721,0.00238945171024328,0.00277915721679932,0.00229238432999487,0.00764724015789468,0.00716988729686325,0.00202214926041537,0.894050168654164,0.00228243375729374,0.0051865408192913,0.00290851717930986,0.00223283392818188,0.00248718798287992
"4",0.00294195778501114,0.00224435234368198,0.00107839793794705,0.00147460698645465,0.00121790968953891,0.00207395434362168,0.00299260418195499,0.00191824883833998,0.00120171146648353,0.284069653814093,0.000960161827478802,0.0165847356303647,0.00160979005657974,0.00150206714478015,0.00174704545299553,0.0014410482415414,0.0048072401464215,0.00450716459103431,0.00127117193994356,0.00495784697179825,0.00143479307084176,0.00326038501900732,0.651736032571667,0.00140361341846534,0.00156350652995435
"5",0.00269202000703473,0.00205368052621608,0.000986781264941728,0.00134932986811505,0.00111444061764053,0.00189775890570265,0.937257401217614,0.00175528156032423,0.00109961853529603,0.00506732544079652,0.000878590054124171,0.0151757582504381,0.0014730282880051,0.00137445711364699,0.00159862297706125,0.00131862214920156,0.00439883492506954,0.00412425267142877,0.00116317790559196,0.00453664675540098,0.00131289839451119,0.00298339484900895,0.00167303323608909,0.00128436764929201,0.00143067683744844
"6",0.00324305591468781,0.00247405322398048,0.00118876784325886,0.00162552737283537,0.00134255808915347,0.00228621564019121,0.0032988857766944,0.00211457427183917,0.00132470203990803,0.415489272786132,0.512789311445298,0.0182821199045126,0.00177454591326733,0.00165579797336183,0.00192584887466159,0.00158853401870401,0.00529924279321971,0.00496845565218398,0.00140127152721994,0.00546526365127515,0.00158163865520213,0.00359407295846401,0.00201549034464438,0.00154726788463144,0.00172352544467332
"7",0.00294195778501114,0.00224435234368198,0.00107839793794705,0.00147460698645465,0.00121790968953891,0.00207395434362168,0.00299260418195499,0.00191824883833998,0.00120171146648353,0.748289416897721,0.000960161827478802,0.202272640863816,0.00160979005657974,0.00150206714478015,0.00174704545299553,0.0014410482415414,0.0048072401464215,0.00450716459103431,0.00127117193994356,0.00495784697179825,0.00143479307084176,0.00326038501900732,0.00182836425458675,0.00140361341846534,0.00156350652995435
"8",0.00269202000703473,0.00205368052621608,0.000986781264941728,0.00134932986811505,0.00111444061764053,0.00189775890570265,0.00273836367469431,0.00175528156032423,0.00109961853529603,0.939586362983717,0.000878590054124171,0.0151757582504381,0.0014730282880051,0.00137445711364699,0.00159862297706125,0.00131862214920156,0.00439883492506954,0.00412425267142877,0.00116317790559196,0.00453664675540098,0.00131289839451119,0.00298339484900895,0.00167303323608909,0.00128436764929201,0.00143067683744844
"9",0.00549097854363438,0.00418894201211886,0.00201276169526831,0.00275226088021015,0.00227315157525866,0.0038709048985422,0.00558550684731976,0.00358029039925076,0.00224291861416886,0.0103359466855059,0.00179208145676465,0.0309543624188463,0.00300457154941869,0.00280351353275953,0.00326075008486777,0.00268962560066643,0.00897241035632273,0.00841233826946443,0.00237256220434643,0.875690400145647,0.00267795071930903,0.00608530288047229,0.00341252649614274,0.00261975586584472,0.0029181862678492
"10",0.00467999455636005,0.00357026086659018,0.00171548908855706,0.00234576876138015,0.00193742097395821,0.00329919589184451,0.00476056160705129,0.00305150337877507,0.00191165323653244,0.894972737339515,0.00152740197317566,0.0263825921854563,0.00256081468607721,0.00238945171024328,0.00277915721679932,0.00229238432999487,0.00764724015789468,0.00716988729686325,0.00202214926041537,0.00788682181555983,0.00228243375729374,0.0051865408192913,0.00290851717930986,0.00223283392818188,0.00248718798287992
